fighter_url,fighter_name,height_in,reach_in,stance,dob,slpm,sapm,str_acc,str_def,td_avg,td_acc,td_def,sub_avg,fighter_name_index
http://ufcstats.com/fighter-details/7acbb0972e75281a,Marvin Vettori,72.0,74.0,Southpaw,"Sep 20, 1993",4.68,4.52,45.0,,1.43,45.0,65.0,0.4,Marvin Vettori
http://ufcstats.com/fighter-details/1e719d4b676dc19a,Brunno Ferreira,70.0,72.0,Orthodox,"Nov 04, 1992",3.41,3.34,50.0,,1.39,28.0,57.0,1.0,Brunno Ferreira
http://ufcstats.com/fighter-details/64a50dad704d1d49,Edson Barboza,71.0,75.0,Orthodox,"Jan 21, 1986",4.14,4.6,44.0,,0.43,50.0,73.0,0.1,Edson Barboza
http://ufcstats.com/fighter-details/4d8fa64202cee4c1,Jalin Turner,75.0,77.0,Southpaw,"May 18, 1995",5.53,4.55,48.0,,0.77,55.0,75.0,1.1,Jalin Turner
http://ufcstats.com/fighter-details/1c23ec2f1b71be40,Iwo Baraniewski,72.0,73.0,Orthodox,"Nov 20, 1998",12.0,6.0,66.0,,0.0,0.0,0.0,0.0,Iwo Baraniewski
http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,Ibo Aslan,75.0,77.0,Orthodox,"Apr 23, 1996",5.09,3.47,47.0,,0.0,0.0,86.0,0.0,Ibo Aslan
http://ufcstats.com/fighter-details/841695e02c99a521,Mansur Abdul-Malik,74.0,80.0,Orthodox,"Oct 07, 1997",4.27,3.49,48.0,,0.49,33.0,82.0,0.0,Mansur Abdul-Malik
http://ufcstats.com/fighter-details/6d48a2df51749d91,Antonio Trocoli,78.0,79.0,Orthodox,"Dec 06, 1990",1.29,5.79,50.0,,0.84,11.0,50.0,0.8,Antonio Trocoli
http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,Muhammad Naimov,69.0,70.0,Orthodox,"Aug 07, 1994",2.61,3.45,40.0,,1.69,36.0,67.0,0.2,Muhammad Naimov
http://ufcstats.com/fighter-details/480779d7f9a424d3,Mairon Santos,67.0,72.0,Orthodox,"Jun 10, 2000",3.53,2.38,46.0,,0.0,0.0,50.0,0.0,Mairon Santos
http://ufcstats.com/fighter-details/eae48ff31db420c2,Arman Tsarukyan,67.0,72.0,Orthodox,"Oct 11, 1996",3.85,1.8,50.0,,3.26,37.0,75.0,0.1,Arman Tsarukyan
http://ufcstats.com/fighter-details/193b9d1858bc4df3,Dan Hooker,72.0,75.0,Switch,"Feb 13, 1990",4.89,4.73,48.0,,0.71,34.0,77.0,0.5,Dan Hooker
http://ufcstats.com/fighter-details/b1b0729d27936f2f,Belal Muhammad,71.0,72.0,Orthodox,"Jul 09, 1988",4.43,3.82,43.0,,2.14,36.0,90.0,0.1,Belal Muhammad
http://ufcstats.com/fighter-details/442c9011034ae1fd,Ian Machado Garry,75.0,74.0,Orthodox,"Nov 17, 1997",4.78,2.86,54.0,,0.92,31.0,80.0,0.4,Ian Machado Garry
http://ufcstats.com/fighter-details/0845c81e37d3bcb3,Volkan Oezdemir,74.0,75.0,Orthodox,"Sep 19, 1989",4.99,4.19,48.0,,0.5,29.0,80.0,0.1,Volkan Oezdemir
http://ufcstats.com/fighter-details/a495f599e787614f,Alonzo Menifield,72.0,76.0,Orthodox,"Oct 18, 1987",3.77,3.81,53.0,,0.5,31.0,78.0,0.2,Alonzo Menifield
http://ufcstats.com/fighter-details/0a1942069c9ad6b6,Jack Hermansson,73.0,77.0,Orthodox,"Jun 10, 1988",5.15,3.72,45.0,,1.48,29.0,80.0,0.4,Jack Hermansson
http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,Myktybek Orolbai,70.0,74.0,Orthodox,"Feb 10, 1998",3.24,3.31,48.0,,5.48,45.0,40.0,0.6,Myktybek Orolbai
http://ufcstats.com/fighter-details/fc08099550072fe4,Waldo Cortes Acosta,76.0,78.0,Orthodox,"Oct 03, 1991",5.55,3.53,48.0,,0.35,50.0,72.0,0.1,Waldo Cortes Acosta
http://ufcstats.com/fighter-details/6747ccd6d1acd266,Shamil Gaziev,76.0,78.0,Orthodox,"Feb 10, 1990",2.62,3.97,47.0,,0.93,30.0,83.0,0.3,Shamil Gaziev
http://ufcstats.com/fighter-details/f00ac08ab056af5d,Tagir Ulanbekov,67.0,70.0,Southpaw,"Aug 07, 1991",3.01,3.44,48.0,,2.73,39.0,63.0,1.5,Tagir Ulanbekov
http://ufcstats.com/fighter-details/98aa60cf58071fd6,Kyoji Horiguchi,64.0,63.0,Orthodox,"Oct 12, 1990",3.64,2.26,46.0,,1.8,42.0,54.0,0.1,Kyoji Horiguchi
http://ufcstats.com/fighter-details/fb37795db81f93f3,Bogdan Grad,68.0,70.0,Orthodox,"Sep 28, 1995",4.06,5.06,51.0,,4.22,40.0,75.0,0.0,Bogdan Grad
http://ufcstats.com/fighter-details/b1de86d835638319,Luke Riley,69.0,69.0,Orthodox,"Jun 30, 1999",2.55,1.27,60.0,,0.0,0.0,42.0,0.0,Luke Riley
http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,Nicolas Dalby,71.0,74.0,Orthodox,"Nov 16, 1984",3.88,3.51,43.0,,0.9,26.0,59.0,0.1,Nicolas Dalby
http://ufcstats.com/fighter-details/de26d906f2874dd4,Saygid Izagakhmaev,72.0,74.0,,"Sep 03, 1994",1.33,1.73,58.0,,4.0,40.0,100.0,0.0,Saygid Izagakhmaev
http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,Alex Perez,66.0,65.0,Orthodox,"Mar 21, 1992",4.16,3.22,45.0,,2.28,48.0,75.0,0.8,Alex Perez
http://ufcstats.com/fighter-details/8d3273573b85be09,Asu Almabayev,64.0,65.0,Orthodox,"Jan 25, 1994",2.31,1.99,50.0,,4.46,42.0,44.0,1.5,Asu Almabayev
http://ufcstats.com/fighter-details/95aff2fd8d09a5f0,Abdul Rakhman Yakhyaev,74.0,78.0,Orthodox,"Jan 03, 2001",20.95,0.95,78.0,,14.29,100.0,100.0,14.3,Abdul Rakhman Yakhyaev
http://ufcstats.com/fighter-details/09a4447655fd4b7b,Rafael Cerqueira,75.0,76.0,Southpaw,"Mar 15, 1990",1.56,5.05,43.0,,0.0,0.0,36.0,0.0,Rafael Cerqueira
http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,Bekzat Almakhan,67.0,68.0,Orthodox,"Oct 08, 1997",1.61,3.73,34.0,,0.0,0.0,41.0,0.0,Bekzat Almakhan
http://ufcstats.com/fighter-details/4a6dff1b260bcf61,Aleksandre Topuria,67.0,68.0,Orthodox,"Jan 28, 1996",2.93,2.57,55.0,,1.5,33.0,100.0,0.0,Aleksandre Topuria
http://ufcstats.com/fighter-details/6a96ad1bc34fb113,Ismail Naurdiev,70.0,74.0,Orthodox,"Aug 18, 1996",3.66,1.75,52.0,,1.48,40.0,73.0,0.2,Ismail Naurdiev
http://ufcstats.com/fighter-details/d5bab53a1a603aac,Ryan Loder,74.0,76.0,Southpaw,"Jun 05, 1991",5.1,2.46,69.0,,1.37,14.0,100.0,1.4,Ryan Loder
http://ufcstats.com/fighter-details/ca28cdf526d6b6e9,Nurullo Aliev,70.0,72.0,Orthodox,"Dec 08, 2000",2.72,1.63,44.0,,2.12,43.0,80.0,0.3,Nurullo Aliev
http://ufcstats.com/fighter-details/52b6bf4528130e86,Shem Rock,71.0,73.0,Southpaw,"Nov 05, 1993",2.93,3.4,42.0,,1.0,11.0,80.0,0.0,Shem Rock
http://ufcstats.com/fighter-details/ac0874309da489b9,Marek Bujlo,76.0,77.0,Orthodox,"Oct 10, 1992",2.07,3.27,38.0,,0.0,0.0,0.0,0.0,Marek Bujlo
http://ufcstats.com/fighter-details/b5c19c34f12c917e,Denzel Freeman,73.0,77.0,Southpaw,"Nov 10, 1991",3.27,2.07,62.0,,0.0,0.0,0.0,0.0,Denzel Freeman
http://ufcstats.com/fighter-details/6b453bc35a823c3f,Jack Della Maddalena,71.0,73.0,Switch,"Sep 10, 1996",5.57,3.84,51.0,,0.13,10.0,64.0,0.1,Jack Della Maddalena
http://ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,70.0,70.0,Southpaw,"Oct 27, 1991",2.45,1.45,58.0,,3.1,56.0,91.0,1.0,Islam Makhachev
http://ufcstats.com/fighter-details/132deb59abae64b1,Valentina Shevchenko,65.0,66.0,Southpaw,"Mar 07, 1988",3.04,2.0,52.0,,2.65,61.0,76.0,0.3,Valentina Shevchenko
http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,Zhang Weili,64.0,63.0,Switch,"Aug 13, 1989",4.66,2.63,52.0,,1.96,44.0,63.0,0.5,Zhang Weili
http://ufcstats.com/fighter-details/45f7cb591c3ab00b,Sean Brady,70.0,72.0,Orthodox,"Nov 23, 1992",3.96,3.05,55.0,,3.53,53.0,86.0,0.9,Sean Brady
http://ufcstats.com/fighter-details/c32aeb1a59e6272d,Michael Morales,72.0,79.0,Orthodox,"Jun 24, 1999",5.68,3.26,49.0,,1.04,41.0,89.0,0.0,Michael Morales
http://ufcstats.com/fighter-details/f1fac969a1d70b08,Leon Edwards,74.0,74.0,Southpaw,"Aug 25, 1991",2.6,2.44,54.0,,1.25,37.0,63.0,0.4,Leon Edwards
http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,Carlos Prates,73.0,78.0,Switch,"Aug 17, 1993",3.77,4.53,55.0,,0.21,100.0,80.0,0.0,Carlos Prates
http://ufcstats.com/fighter-details/08af939f41b5a57b,Beneil Dariush,70.0,72.0,Southpaw,"May 06, 1989",3.78,2.62,49.0,,2.11,38.0,82.0,0.8,Beneil Dariush
http://ufcstats.com/fighter-details/c2299ec916bc7c56,Benoit Saint Denis,71.0,73.0,Southpaw,"Dec 18, 1995",5.07,4.21,55.0,,4.33,37.0,70.0,1.6,Benoit Saint Denis
http://ufcstats.com/fighter-details/35673bf5204524ee,Bo Nickal,73.0,76.0,Southpaw,"Jan 14, 1996",3.35,2.07,61.0,,3.1,55.0,100.0,2.5,Bo Nickal
http://ufcstats.com/fighter-details/260e9e0d4954aea6,Rodolfo Vieira,72.0,73.0,Orthodox,"Sep 25, 1989",3.55,4.38,53.0,,2.7,21.0,75.0,0.9,Rodolfo Vieira
http://ufcstats.com/fighter-details/9d83f6da776ff7d6,Roman Kopylov,72.0,75.0,Southpaw,"May 04, 1992",4.59,5.18,50.0,,1.14,47.0,88.0,0.0,Roman Kopylov
http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,Gregory Rodrigues,75.0,75.0,Orthodox,"Feb 17, 1992",5.6,4.84,51.0,,1.93,34.0,75.0,0.4,Gregory Rodrigues
http://ufcstats.com/fighter-details/669970f7feba8ecd,Erin Blanchfield,64.0,66.0,Orthodox,"May 04, 1999",5.24,4.25,44.0,,1.96,34.0,78.0,0.9,Erin Blanchfield
http://ufcstats.com/fighter-details/68d4a891e5cf2029,Tracy Cortez,65.0,65.0,Orthodox,"Dec 10, 1993",3.86,3.01,48.0,,2.15,46.0,59.0,0.3,Tracy Cortez
http://ufcstats.com/fighter-details/2e45d08b3f2f02c8,Malcolm Wellmaker,70.0,71.0,Switch,"Jun 04, 1994",5.8,5.39,56.0,,0.0,0.0,57.0,0.0,Malcolm Wellmaker
http://ufcstats.com/fighter-details/d776b5814f2400b4,Ethyn Ewing,66.0,69.0,Orthodox,"Feb 16, 1998",5.67,5.13,52.0,,3.0,60.0,100.0,0.0,Ethyn Ewing
http://ufcstats.com/fighter-details/d6c0cdd7e467c440,Kyle Daukaus,74.0,76.0,Southpaw,"Feb 27, 1993",3.32,2.9,53.0,,2.08,25.0,82.0,2.1,Kyle Daukaus
http://ufcstats.com/fighter-details/6ac9bc2953c47345,Gerald Meerschaert,73.0,77.0,Southpaw,"Dec 18, 1987",3.01,3.52,45.0,,1.82,30.0,42.0,1.4,Gerald Meerschaert
http://ufcstats.com/fighter-details/b8bbdeff718dbb7d,Pat Sabatini,68.0,70.0,Orthodox,"Nov 09, 1990",1.69,1.09,59.0,,4.48,50.0,50.0,1.5,Pat Sabatini
http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,Chepe Mariscal,67.0,69.0,Orthodox,"Oct 27, 1992",4.14,2.66,55.0,,2.34,39.0,59.0,0.2,Chepe Mariscal
http://ufcstats.com/fighter-details/f0feeb2192937424,Angela Hill,63.0,64.0,Orthodox,"Jan 12, 1985",5.37,5.02,50.0,,0.75,30.0,72.0,0.1,Angela Hill
http://ufcstats.com/fighter-details/745fa7b605f8e2da,Fatima Kline,66.0,67.0,Orthodox,"Jul 12, 2000",5.01,2.71,50.0,,2.02,58.0,50.0,0.0,Fatima Kline
http://ufcstats.com/fighter-details/d1feea7a4bdcd503,Baisangur Susurkaev,74.0,79.0,Orthodox,"Jan 08, 2001",4.56,3.78,59.0,,2.76,28.0,100.0,0.7,Baisangur Susurkaev
http://ufcstats.com/fighter-details/9508cc6184cb2450,Eric McConico,72.0,77.0,Southpaw,"May 09, 1990",2.61,3.23,43.0,,0.0,0.0,64.0,0.0,Eric McConico
http://ufcstats.com/fighter-details/19c591115a58982c,Viacheslav Borshchev,71.0,69.0,Orthodox,"Jan 08, 1992",5.1,4.46,50.0,,0.0,0.0,43.0,0.1,Viacheslav Borshchev
http://ufcstats.com/fighter-details/72f890c5d421e705,Matheus Camilo,70.0,69.0,Orthodox,"Jan 02, 2001",2.19,3.25,43.0,,4.43,53.0,0.0,0.6,Matheus Camilo
http://ufcstats.com/fighter-details/01641ba5df0c69b0,Gabriel Bonfim,73.0,72.0,Orthodox,"Aug 20, 1997",4.61,3.68,46.0,,3.6,55.0,76.0,1.4,Gabriel Bonfim
http://ufcstats.com/fighter-details/c6aee362c7a7d482,Randy Brown,75.0,78.0,Orthodox,"Jul 08, 1990",4.49,3.33,47.0,,0.76,39.0,73.0,0.6,Randy Brown
http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,Matt Schnell,68.0,70.0,Orthodox,"Jan 15, 1990",4.07,4.11,40.0,,0.6,45.0,43.0,1.2,Matt Schnell
http://ufcstats.com/fighter-details/2fe9032955c2e013,Joseph Morales,66.0,69.0,Switch,"Aug 22, 1994",2.0,2.05,40.0,,1.14,42.0,26.0,3.0,Joseph Morales
http://ufcstats.com/fighter-details/447f9858ae78f921,Muslim Salikhov,71.0,70.0,Orthodox,"Jun 09, 1984",3.37,2.96,49.0,,1.07,32.0,72.0,0.0,Muslim Salikhov
http://ufcstats.com/fighter-details/681399317dbf4701,Uros Medic,73.0,71.0,Southpaw,"Apr 25, 1993",5.53,3.46,60.0,,0.35,50.0,55.0,0.0,Uros Medic
http://ufcstats.com/fighter-details/06626b6287e1ae1e,Chris Padilla,69.0,74.0,Orthodox,"Sep 14, 1995",4.78,3.87,54.0,,1.18,30.0,75.0,0.4,Chris Padilla
http://ufcstats.com/fighter-details/eb393afdbe3293d5,Ismael Bonfim,68.0,71.0,Orthodox,"Dec 28, 1995",5.51,3.71,54.0,,1.06,33.0,76.0,0.0,Ismael Bonfim
http://ufcstats.com/fighter-details/a93f94c923c3a9cb,Christian Leroy Duncan,74.0,79.0,Switch,"Jul 24, 1995",4.6,2.97,58.0,,0.4,20.0,69.0,0.0,Christian Leroy Duncan
http://ufcstats.com/fighter-details/9384e71bca6c409d,Marco Tulio,72.0,74.0,Orthodox,"Jun 13, 1994",6.69,2.58,58.0,,1.42,26.0,0.0,0.3,Marco Tulio
http://ufcstats.com/fighter-details/41cc71cbf210e0fe,Hyder Amil,69.0,70.0,Switch,"May 28, 1990",5.81,3.95,52.0,,0.56,18.0,65.0,0.8,Hyder Amil
http://ufcstats.com/fighter-details/e00a3dee329a51f7,Jamall Emmers,70.0,74.0,Orthodox,"Jul 24, 1989",5.1,3.92,49.0,,2.59,53.0,81.0,0.3,Jamall Emmers
http://ufcstats.com/fighter-details/5987b2458f4b5290,Ricky Simon,66.0,69.0,Orthodox,"Aug 31, 1992",3.04,3.85,43.0,,4.66,41.0,76.0,0.3,Ricky Simon
http://ufcstats.com/fighter-details/b9f28e7045fdfce7,Raoni Barcelos,67.0,67.0,Orthodox,"May 01, 1987",4.92,4.4,51.0,,2.22,31.0,87.0,0.6,Raoni Barcelos
http://ufcstats.com/fighter-details/cc8c623cca88f54f,Mayra Bueno Silva,66.0,66.0,Orthodox,"Aug 22, 1991",3.71,4.9,56.0,,0.51,23.0,63.0,1.3,Mayra Bueno Silva
http://ufcstats.com/fighter-details/e3964ece586e0635,Jacqueline Cavalcanti,68.0,70.0,Orthodox,"Aug 29, 1997",5.65,3.17,46.0,,0.0,0.0,88.0,0.0,Jacqueline Cavalcanti
http://ufcstats.com/fighter-details/955da1675ad58a50,Josh Hokit,73.0,73.0,Orthodox,"Nov 12, 1997",5.12,1.42,69.0,,12.8,46.0,0.0,0.0,Josh Hokit
http://ufcstats.com/fighter-details/6a311920edd73c85,Max Gimenis,74.0,75.0,Orthodox,"Apr 14, 1993",3.21,9.64,42.0,,0.0,0.0,0.0,0.0,Max Gimenis
http://ufcstats.com/fighter-details/31ef8b67e13495b3,Tecia Pennington,61.0,60.0,Orthodox,"Aug 16, 1989",4.73,3.48,48.0,,0.56,14.0,62.0,0.1,Tecia Pennington
http://ufcstats.com/fighter-details/cffb87059e645bd1,Denise Gomes,62.0,63.0,Orthodox,"Dec 30, 1999",4.43,3.16,49.0,,1.45,34.0,66.0,0.7,Denise Gomes
http://ufcstats.com/fighter-details/46e0d677f91bacc0,Miles Johns,67.0,68.0,Orthodox,"Mar 30, 1994",3.36,2.99,44.0,,1.22,26.0,77.0,0.0,Miles Johns
http://ufcstats.com/fighter-details/850266b3dc4e506e,Daniel Marcos,67.0,69.0,Orthodox,"Mar 07, 1993",4.9,3.79,53.0,,1.35,52.0,85.0,0.1,Daniel Marcos
http://ufcstats.com/fighter-details/23dec7c47cb418f8,Zach Reese,76.0,77.0,Switch,"Mar 24, 1994",4.32,3.82,56.0,,3.41,66.0,57.0,1.4,Zach Reese
http://ufcstats.com/fighter-details/3eeec2f53cebdf12,Jackson McVey,76.0,77.0,Southpaw,"Mar 25, 1999",5.87,3.82,68.0,,0.0,0.0,0.0,0.0,Jackson McVey
http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,Steve Garcia,72.0,75.0,Southpaw,"May 22, 1992",5.39,2.12,49.0,,0.86,40.0,88.0,0.4,Steve Garcia
http://ufcstats.com/fighter-details/ffe9703408fb5964,David Onama,71.0,74.0,Orthodox,"Jun 07, 1994",5.07,4.89,50.0,,1.05,30.0,52.0,0.5,David Onama
http://ufcstats.com/fighter-details/7d8435c56043b0ae,Ante Delija,75.0,78.0,Orthodox,"Aug 07, 1990",4.81,2.65,45.0,,0.0,0.0,0.0,0.0,Ante Delija
http://ufcstats.com/fighter-details/d66a46de8d705353,Jeremiah Wells,69.0,74.0,Switch,"Oct 30, 1986",2.35,1.28,46.0,,3.06,46.0,50.0,1.3,Jeremiah Wells
http://ufcstats.com/fighter-details/40f3cb27fc7305a1,Themba Gorimbo,73.0,77.0,Orthodox,"Jan 23, 1991",2.72,1.32,60.0,,5.07,65.0,72.0,0.4,Themba Gorimbo
http://ufcstats.com/fighter-details/a57cb948c4c70a47,Isaac Dulgarian,67.0,71.0,Orthodox,"Jul 04, 1996",2.99,1.65,63.0,,4.57,50.0,0.0,1.8,Isaac Dulgarian
http://ufcstats.com/fighter-details/70380ccdc81915b8,Yadier del Valle,69.0,69.0,Southpaw,"Jul 29, 1996",6.25,2.87,67.0,,2.08,42.0,75.0,3.5,Yadier del Valle
http://ufcstats.com/fighter-details/feedf3053472fe56,Charles Radtke,69.0,72.0,Orthodox,"Jul 09, 1990",2.8,2.63,54.0,,1.32,30.0,100.0,0.7,Charles Radtke
http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68,Daniel Frunza,73.0,73.0,Orthodox,"Apr 13, 1994",3.25,4.32,38.0,,0.0,0.0,50.0,0.0,Daniel Frunza
http://ufcstats.com/fighter-details/253076a23d03dcd0,Allan Nascimento,68.0,69.0,Orthodox,"Sep 11, 1991",3.06,2.53,55.0,,1.26,23.0,37.0,1.1,Allan Nascimento
http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,Cody Durden,67.0,67.0,Southpaw,"Mar 29, 1991",3.66,4.47,44.0,,3.99,47.0,75.0,0.7,Cody Durden
http://ufcstats.com/fighter-details/07a74004d964c7f4,Billy Elekana,75.0,77.0,Southpaw,"May 28, 1995",2.66,3.28,60.0,,0.55,25.0,0.0,0.6,Billy Elekana
http://ufcstats.com/fighter-details/7e9b36a9847db116,Kevin Christian,79.0,80.0,Orthodox,"Jan 21, 1995",1.64,2.65,56.0,,0.0,0.0,50.0,2.3,Kevin Christian
http://ufcstats.com/fighter-details/0e46690e55a8df75,Timmy Cuamba,69.0,71.0,Orthodox,"Feb 08, 1999",2.77,3.58,44.0,,1.31,31.0,72.0,0.0,Timmy Cuamba
http://ufcstats.com/fighter-details/117a06469813e4ef,ChangHo Lee,68.0,69.0,Orthodox,"May 09, 1994",3.88,2.13,66.0,,3.2,34.0,40.0,0.3,ChangHo Lee
http://ufcstats.com/fighter-details/ad5cb64af10fc946,Donte Johnson,68.0,74.0,Southpaw,"Jan 25, 1999",3.34,1.87,64.0,,6.01,100.0,80.0,2.0,Donte Johnson
http://ufcstats.com/fighter-details/4e6738062d469256,Sedriques Dumas,74.0,79.0,Orthodox,"Aug 06, 1995",2.0,2.41,44.0,,1.34,31.0,33.0,0.2,Sedriques Dumas
http://ufcstats.com/fighter-details/b9706f80d005036c,Ketlen Vieira,68.0,68.0,Orthodox,"Aug 26, 1991",2.76,3.75,40.0,,1.33,44.0,90.0,0.6,Ketlen Vieira
http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,Norma Dumont,67.0,67.0,Orthodox,"Oct 01, 1990",3.89,2.12,50.0,,1.56,56.0,68.0,0.0,Norma Dumont
http://ufcstats.com/fighter-details/87f8699fdcc2c404,Alice Ardelean,63.0,62.0,Orthodox,"Apr 19, 1992",7.35,5.2,45.0,,1.0,44.0,85.0,0.0,Alice Ardelean
http://ufcstats.com/fighter-details/1235b31de15d0c6e,Montserrat Conejo Ruiz,60.0,61.0,Southpaw,"Feb 03, 1993",2.21,6.19,29.0,,1.75,50.0,44.0,0.6,Montserrat Conejo Ruiz
http://ufcstats.com/fighter-details/8e382b585a92affe,Phil Rowe,75.0,80.0,Orthodox,"Jul 18, 1990",3.5,4.12,50.0,,0.52,36.0,50.0,0.3,Phil Rowe
http://ufcstats.com/fighter-details/4a07b1988477502c,Seokhyeon Ko,70.0,71.0,Southpaw,"Sep 24, 1993",2.73,1.42,59.0,,4.0,63.0,75.0,0.3,Seokhyeon Ko
http://ufcstats.com/fighter-details/d35298b6df168456,Talita Alencar,61.0,58.0,Orthodox,"Oct 17, 1990",2.91,3.36,37.0,,3.02,26.0,66.0,0.6,Talita Alencar
http://ufcstats.com/fighter-details/c0d5c0c95c59050b,Ariane Carnelossi,62.0,61.0,Orthodox,"Nov 17, 1992",2.63,4.61,38.0,,1.08,50.0,22.0,0.2,Ariane Carnelossi
http://ufcstats.com/fighter-details/399afbabc02376b5,Tom Aspinall,77.0,78.0,Orthodox,"Apr 11, 1993",7.63,3.62,67.0,,2.62,80.0,100.0,1.3,Tom Aspinall
http://ufcstats.com/fighter-details/787bb1f087ccff8a,Ciryl Gane,76.0,81.0,Orthodox,"Apr 12, 1990",5.29,2.33,61.0,,0.68,25.0,47.0,0.6,Ciryl Gane
http://ufcstats.com/fighter-details/7dda2cf308f24a02,Virna Jandiroba,63.0,64.0,Orthodox,"May 30, 1988",2.33,2.9,41.0,,2.85,37.0,74.0,1.5,Virna Jandiroba
http://ufcstats.com/fighter-details/7447e9f28508106a,Mackenzie Dern,64.0,63.0,Orthodox,"Mar 24, 1993",3.47,3.93,41.0,,0.93,18.0,37.0,1.1,Mackenzie Dern
http://ufcstats.com/fighter-details/2b6fc1c02736833d,Umar Nurmagomedov,68.0,69.0,Orthodox,"Jan 03, 1996",4.08,2.04,57.0,,4.3,47.0,79.0,0.3,Umar Nurmagomedov
